country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
Botswana,South East,furt,Sheep,Dorper,Adult,Mannheimiosis (Pasteurellosis),coughing|nasal_discharge|respiratory_distress|anorexia|fever,coughing; nasal discharge,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-02-27,0.93,1054
Seychelles,Inner Islands,port,Cattle,Local,Adult,Mastitis,reduced_milk|abnormal_milk|swollen_udder|pain_on_palpation,reduced milk yield; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-02-14,0.83,23
Mauritius,Plaines Wilhems,view,Sheep,Katahdin,Neonate,Dermatophilosis,crusting_skin_lesions|lameness|matted_hair|exudative_dermatitis|wet_skin,crusting skin lesions; lameness,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-04-10,0.91,2067
Lesotho,Mokhotlong,stad,Sheep,Local,Neonate,Babesiosis,anemia|fever|hemoglobinuria,anemia; fever,N,Yes,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-06-29,0.72,1654
South Africa,Limpopo,South Tylerland,Sheep,Katahdin,Senior,Blackleg,sudden_death|severe_lameness|swollen_muscle,sudden death; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-07-11,0.79,2588
Madagascar,Antananarivo,Lake Anitaborough,Sheep,Katahdin,Adult,Orf (Contagious Ecthyma),weight_loss|lamb_kid_mortality|scabby_lesions_mouth,weight loss; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2025-01-14,0.98,3211
Namibia,Erongo,berg,Sheep,Merino,Juvenile,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss|scabby_lesions_mouth,lamb kid mortality; weight loss,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2024-09-28,0.91,4303
DR Congo,Kasai,chester,Pig,Berkshire,Senior,Brucellosis,reduced_fertility|abortions|retained_placenta,reduced fertility; abortions,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2022-12-08,0.81,4037
Mauritius,Plaines Wilhems,view,Sheep,Merino,Adult,Tick-bite toxicosis,sudden_weakness|anemia|salivation,sudden weakness; anemia,Y,Yes,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2020-12-23,0.69,2326
Zambia,Southern,Lake Bryan,Pig,Landrace,Senior,Foot-and-Mouth Disease,lameness|blisters_mouth_feet|excess_salivation|fever,lameness; vesicles/blisters on mouth/feet,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2023-09-22,0.8,461
Mozambique,Gaza,Stephensstad,Goat,Kalahari,Juvenile,Parasitic Gastroenteritis,diarrhoea|anorexia|sudden_death,diarrhoea; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2025-09-28,0.95,1068
Seychelles,Inner Islands,Lake Selena,Sheep,Merino,Juvenile,Dermatophilosis,crusting_skin_lesions|matted_hair|wet_skin|exudative_dermatitis|lameness,crusting skin lesions; matted hair,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-08-19,0.97,88
Tanzania,Dar es Salaam,side,Cattle,Friesian,Senior,Lumpy Skin Disease,skin_nodules|lameness|fever|swollen_lymph_nodes|reduced_milk,skin nodules; lameness,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2022-09-13,0.81,1431
Zambia,Copperbelt,port,Sheep,Local,Senior,Parasitic Gastroenteritis,diarrhoea|weight_loss|poor_condition|anorexia|bottle_jaw,diarrhoea; weight loss,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2020-03-06,0.91,2648
Madagascar,Antananarivo,chester,Cattle,Hereford,Juvenile,Theileriosis,drooling|anorexia|respiratory_distress,drooling/ptyalism; reduced appetite/anorexia,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-06-15,0.89,283
Botswana,North East,ton,Poultry,Layers,Neonate,Coccidiosis,weight_loss|dehydration|anorexia|diarrhoea,weight loss; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-02-03,0.9,463
South Africa,North West,mouth,Goat,Boer cross,Juvenile,Brucellosis,retained_placenta|reduced_fertility|orchitis|abortions,retained placenta; reduced fertility,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2020-06-07,0.94,213
Comoros,Ngazidja,side,Poultry,Broilers,Neonate,Avian Influenza (HPAI),sudden_death|swelling_head|greenish_diarrhoea|drop_in_egg_production,sudden death; swelling of head,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2023-08-06,0.74,2500
DR Congo,Kinshasa,town,Goat,Kalahari,Juvenile,Parasitic Gastroenteritis,diarrhoea|poor_condition|weight_loss,diarrhoea; poor condition,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-01-11,0.9,1369
Mozambique,Gaza,West Nicholasborough,Cattle,Hereford,Adult,Anaplasmosis,weakness|progressive_anemia|fever|weight_loss|ticks_observed,weakness; progressive anemia,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-08-23,0.91,235
Tanzania,Dar es Salaam,Robertschester,Goat,Boer,Juvenile,Rabies (spillover),neurological_signs|behavioural_changes|hypersalivation|aggression|paralysis,neurological signs / paralysis; behavioural changes,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-05-19,0.87,2771
Namibia,Omusati,mouth,Sheep,Dorper,Senior,Coccidiosis,anorexia|dehydration,reduced appetite/anorexia; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-05-02,0.77,598
Madagascar,Antananarivo,Sheltonmouth,Sheep,Local,Neonate,Blackleg,severe_lameness|sudden_death,severe lameness; sudden death,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-09-10,0.96,4421
Comoros,Ngazidja,Cherylshire,Sheep,Merino,Adult,Blackleg,severe_lameness|swollen_muscle|sudden_death,severe lameness; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2024-07-22,0.96,2251
Eswatini,Manzini,bury,Goat,Kalahari,Senior,Anaplasmosis,weight_loss|progressive_anemia|pale_mucous_membranes|weakness|fever,weight loss; progressive anemia,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2021-07-26,0.78,4032
Madagascar,Antananarivo,borough,Cattle,Brahman,Senior,Parasitic Gastroenteritis,anorexia|poor_condition|diarrhoea|weight_loss|bottle_jaw,reduced appetite/anorexia; poor condition,N,Yes,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-08-02,0.92,2284
Mauritius,Plaines Wilhems,stad,Cattle,Local,Senior,Tick-bite toxicosis,anemia|sudden_weakness|lameness|salivation|ticks_observed,anemia; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-05-08,0.83,663
Mozambique,Maputo,Christopherborough,Goat,Boer,Neonate,Tick-bite toxicosis,salivation|sudden_weakness,salivation; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-12-21,0.82,4964
Angola,Huíla,ton,Sheep,Katahdin,Juvenile,Coccidiosis,dehydration|diarrhoea|weight_loss,dehydration; diarrhoea,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-04-07,0.82,2286
Comoros,Ngazidja,town,Goat,Kalahari,Neonate,Tick-bite toxicosis,anemia|salivation|sudden_weakness|sudden_death,anemia; salivation,N,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2024-11-12,0.81,4717
Zimbabwe,Harare,Williamsport,Poultry,Layers,Senior,Newcastle Disease,respiratory_distress|drop_in_egg_production,respiratory distress; drop in egg production,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2022-03-09,0.93,3194
Eswatini,Manzini,side,Dog,Crossbreed,Neonate,Rabies (spillover),hypersalivation|paralysis|behavioural_changes|neurological_signs,hypersalivation; paralysis,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2021-01-15,0.97,2504
Madagascar,Antananarivo,New Mariahchester,Cattle,Angus,Senior,Dermatophilosis,matted_hair|lameness|crusting_skin_lesions|wet_skin,matted hair; lameness,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-01-18,0.83,4044
Mauritius,Plaines Wilhems,bury,Pig,Landrace,Neonate,African Swine Fever,high_fever|hemorrhages,high fever; hemorrhages,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2021-08-09,0.66,780
Lesotho,Maseru,Ryanfort,Cattle,Local,Adult,Blackleg,sudden_death|severe_lameness,sudden death; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-04-21,0.74,4020
Angola,Benguela,mouth,Goat,Kalahari,Juvenile,Rabies (spillover),paralysis|hypersalivation,paralysis; hypersalivation,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2021-06-12,0.79,3427
Seychelles,Inner Islands,haven,Sheep,Local,Senior,Tick-bite toxicosis,sudden_weakness|lameness|ticks_observed,sudden weakness; lameness,N,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2021-10-27,0.85,4307
Malawi,Southern,ville,Cattle,Friesian,Senior,Tick-bite toxicosis,sudden_weakness|lameness,sudden weakness; lameness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-06-07,0.69,3197
Mozambique,Gaza,chester,Cattle,Brahman,Adult,Anaplasmosis,weakness|weight_loss|progressive_anemia,weakness; weight loss,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-09-21,0.87,4836
South Africa,KwaZulu-Natal,furt,Pig,Berkshire,Senior,African Swine Fever,abortions|hemorrhages|high_fever|sudden_death|anorexia,abortions; hemorrhages,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2022-08-29,0.87,686
DR Congo,Kasai,ville,Sheep,Merino,Juvenile,Blackleg,sudden_death|swollen_muscle,sudden death; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-01-08,0.92,3170
Mozambique,Gaza,Brandonshire,Sheep,Katahdin,Adult,Blackleg,swollen_muscle|severe_lameness,swollen muscle; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-04-16,0.86,3927
Mozambique,Maputo,haven,Cattle,Hereford,Neonate,Coccidiosis,anorexia|diarrhoea|weight_loss,reduced appetite/anorexia; diarrhoea,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2021-01-16,0.84,3435
Seychelles,Inner Islands,side,Cattle,Local,Senior,Dermatophilosis,exudative_dermatitis|crusting_skin_lesions|matted_hair|lameness|wet_skin,exudative dermatitis; crusting skin lesions,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-08-05,0.77,2172
